benchmark	path	metric	runs	min_ms	median_ms	max_ms	mean_ms	values_ms
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_dataExportNatSpan_lower	1	0.294	0.294	0.294	0.294	0.294
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_dataExportMainSpan_lower	1	0.297	0.297	0.297	0.297	0.297
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_dataDeclSpan_lower	1	0.272	0.272	0.272	0.272	0.272
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_dataZeroConstructorSpan_lower	1	0.305	0.305	0.305	0.305	0.305
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_dataSuccConstructorSpan_lower	1	0.300	0.300	0.300	0.300	0.300
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_dataDefMainSpan_lower	1	0.283	0.283	0.283	0.283	0.283
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_dataZeroColonSpan_lower	1	0.287	0.287	0.287	0.287	0.287
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_caseConstructorModuleSpan_lower	1	0.312	0.312	0.312	0.312	0.312
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_caseConstructorDefMainSpan_lower	1	0.301	0.301	0.301	0.301	0.301
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_caseNestedModuleSpan_lower	1	0.392	0.392	0.392	0.392	0.392
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_caseNestedDefMainSpan_lower	1	0.281	0.281	0.281	0.281	0.281
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_caseBranchArrowSpan_lower	1	0.305	0.305	0.305	0.305	0.305
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_typeclassDerivingModuleSpan_lower	1	0.323	0.323	0.323	0.323	0.323
