benchmark	path	metric	runs	min_ms	median_ms	max_ms	mean_ms	values_ms
fixture-cross-module-let	test/programs/packages/cross-module-let	program.check.module.Main	1	9.085	9.085	9.085	9.085	9.085
fixture-cross-module-let	test/programs/packages/cross-module-let	program.check.module-interface.Main	1	0.185	0.185	0.185	0.185	0.185
fixture-cross-module-let	test/programs/packages/cross-module-let	program.check.modules.main-binding	1	0.197	0.197	0.197	0.197	0.197
fixture-cross-module-let	test/programs/packages/cross-module-let	program.check.modules	1	730.263	730.263	730.263	730.263	730.263
fixture-cross-module-let	test/programs/packages/cross-module-let	program.check.package-interface	1	0.253	0.253	0.253	0.253	0.253
fixture-cross-module-let	test/programs/packages/cross-module-let	program.cli.command	1	741.773	741.773	741.773	741.773	741.773
fixture-cross-module-let	test/programs/packages/cross-module-let	real	1	2000.000	2000.000	2000.000	2000.000	2000.000
fixture-cross-module-let	test/programs/packages/cross-module-let	user	1	690.000	690.000	690.000	690.000	690.000
fixture-cross-module-let	test/programs/packages/cross-module-let	sys	1	50.000	50.000	50.000	50.000	50.000
fixture-cross-module-let	test/programs/packages/cross-module-let	command.status	1	0.000	0.000	0.000	0.000	0.000
