benchmark	path	run	metric	value_ms	status
parser-library	test/programs/compiler-parser-parity/parser-library	1	program.check.operation.ParserParitySource.def_typeclassDerivingSuccConstructorSpan_lower	0.339	1
parser-library	test/programs/compiler-parser-parity/parser-library	1	program.check.operation.ParserParitySource.def_typeclassDerivingEqSpan_lower	0.299	1
parser-library	test/programs/compiler-parser-parity/parser-library	1	program.check.operation.ParserParitySource.def_typeclassDerivingDefMainSpan_lower	0.310	1
parser-library	test/programs/compiler-parser-parity/parser-library	1	program.check.operation.ParserParitySource.def_typeclassInstanceModuleSpan_lower	0.310	1
parser-library	test/programs/compiler-parser-parity/parser-library	1	program.check.operation.ParserParitySource.def_typeclassInstanceExportMonoidSpan_lower	0.325	1
parser-library	test/programs/compiler-parser-parity/parser-library	1	program.check.operation.ParserParitySource.def_typeclassInstanceExportNatSpan_lower	0.320	1
parser-library	test/programs/compiler-parser-parity/parser-library	1	program.check.operation.ParserParitySource.def_typeclassInstanceExportMemptySpan_lower	0.329	1
parser-library	test/programs/compiler-parser-parity/parser-library	1	program.check.operation.ParserParitySource.def_typeclassInstanceExportAppendSpan_lower	0.404	1
parser-library	test/programs/compiler-parser-parity/parser-library	1	program.check.operation.ParserParitySource.def_typeclassInstanceExportMainSpan_lower	0.318	1
parser-library	test/programs/compiler-parser-parity/parser-library	1	program.check.operation.ParserParitySource.def_typeclassInstanceClassSpan_lower	0.305	1
parser-library	test/programs/compiler-parser-parity/parser-library	1	program.check.operation.ParserParitySource.def_typeclassInstanceMemptySignatureSpan_lower	0.335	1
parser-library	test/programs/compiler-parser-parity/parser-library	1	program.check.operation.ParserParitySource.def_typeclassInstanceAppendSignatureSpan_lower	0.334	1
parser-library	test/programs/compiler-parser-parity/parser-library	1	program.check.operation.ParserParitySource.def_typeclassInstanceDataSpan_lower	0.301	1
parser-library	test/programs/compiler-parser-parity/parser-library	1	program.check.operation.ParserParitySource.def_typeclassInstanceZeroConstructorSpan_lower	0.340	1
parser-library	test/programs/compiler-parser-parity/parser-library	1	program.check.operation.ParserParitySource.def_typeclassInstanceSuccConstructorSpan_lower	0.332	1
parser-library	test/programs/compiler-parser-parity/parser-library	1	program.check.operation.ParserParitySource.def_typeclassInstanceClassNameSpan_lower	0.324	1
parser-library	test/programs/compiler-parser-parity/parser-library	1	program.check.operation.ParserParitySource.def_typeclassInstanceMemptyDefinitionSpan_lower	0.337	1
parser-library	test/programs/compiler-parser-parity/parser-library	1	program.check.operation.ParserParitySource.def_typeclassInstanceAppendDefinitionSpan_lower	0.546	1
parser-library	test/programs/compiler-parser-parity/parser-library	1	program.check.operation.ParserParitySource.def_typeclassInstanceDefMainSpan_lower	0.358	1
parser-library	test/programs/compiler-parser-parity/parser-library	1	program.check.operation.ParserParitySource.def_typeclassInstanceMethodEqualsSpan_lower	0.327	1
parser-library	test/programs/compiler-parser-parity/parser-library	1	program.check.operation.ParserParitySource.def_higherKindedModuleSpan_lower	0.296	1
parser-library	test/programs/compiler-parser-parity/parser-library	1	program.check.operation.ParserParitySource.def_higherKindedExportFunctorSpan_lower	0.314	1
parser-library	test/programs/compiler-parser-parity/parser-library	1	program.check.operation.ParserParitySource.def_higherKindedExportHigherSpan_lower	0.320	1
parser-library	test/programs/compiler-parser-parity/parser-library	1	program.check.operation.ParserParitySource.def_higherKindedClassSpan_lower	0.289	1
parser-library	test/programs/compiler-parser-parity/parser-library	1	program.check.operation.ParserParitySource.def_higherKindedMapSignatureSpan_lower	0.311	1
parser-library	test/programs/compiler-parser-parity/parser-library	1	program.check.operation.ParserParitySource.def_higherKindedDataSpan_lower	0.289	1
parser-library	test/programs/compiler-parser-parity/parser-library	1	program.check.operation.ParserParitySource.def_higherKindedWrapConstructorSpan_lower	0.319	1
parser-library	test/programs/compiler-parser-parity/parser-library	1	program.check.operation.ParserParitySource.def_multiparamModuleSpan_lower	0.286	1
parser-library	test/programs/compiler-parser-parity/parser-library	1	program.check.operation.ParserParitySource.def_multiparamExportMonadSpan_lower	0.300	1
parser-library	test/programs/compiler-parser-parity/parser-library	1	program.check.operation.ParserParitySource.def_multiparamClassSpan_lower	0.287	1
parser-library	test/programs/compiler-parser-parity/parser-library	1	program.check.operation.ParserParitySource.def_multiparamSuperclassFunctorSpan_lower	0.318	1
parser-library	test/programs/compiler-parser-parity/parser-library	1	program.check.operation.ParserParitySource.def_multiparamBindSignatureSpan_lower	0.306	1
parser-library	test/programs/compiler-parser-parity/parser-library	1	program.check.operation.ParserParitySource.def_multiparamInstanceClassNameSpan_lower	0.316	1
parser-library	test/programs/compiler-parser-parity/parser-library	1	program.check.operation.ParserParitySource.def_multiparamFundepArrowSpan_lower	0.326	1
parser-library	test/programs/compiler-parser-parity/parser-library	1	program.check.operation.ParserParitySource.def_typeFamilyKindLambdaModuleSpan_lower	0.332	1
parser-library	test/programs/compiler-parser-parity/parser-library	1	program.check.operation.ParserParitySource.def_typeFamilyKindLambdaDeclSpan_lower	0.319	1
parser-library	test/programs/compiler-parser-parity/parser-library	1	program.check.operation.ParserParitySource.def_typeFamilyApplyAnnotationModuleSpan_lower	0.345	1
parser-library	test/programs/compiler-parser-parity/parser-library	1	program.check.operation.ParserParitySource.def_typeFamilyApplyAnnotationExportMainSpan_lower	0.346	1
parser-library	test/programs/compiler-parser-parity/parser-library	1	program.check.operation.ParserParitySource.def_typeFamilyApplyAnnotationDeclSpan_lower	0.341	1
parser-library	test/programs/compiler-parser-parity/parser-library	1	program.check.operation.ParserParitySource.def_typeFamilyApplyAnnotationDefMainSpan_lower	0.343	1
parser-library	test/programs/compiler-parser-parity/parser-library	1	program.check.operation.ParserParitySource.def_typeFamilyEquationEqualsSpan_lower	0.356	1
parser-library	test/programs/compiler-parser-parity/parser-library	1	program.check.operation.ParserParitySource.def_recursiveGadtModuleSpan_lower	0.315	1
parser-library	test/programs/compiler-parser-parity/parser-library	1	program.check.operation.ParserParitySource.def_recursiveGadtExportNatSpan_lower	0.310	1
parser-library	test/programs/compiler-parser-parity/parser-library	1	program.check.operation.ParserParitySource.def_recursiveGadtExportExprSpan_lower	0.307	1
parser-library	test/programs/compiler-parser-parity/parser-library	1	program.check.operation.ParserParitySource.def_recursiveGadtExportDoneNowSpan_lower	0.316	1
parser-library	test/programs/compiler-parser-parity/parser-library	1	program.check.operation.ParserParitySource.def_recursiveGadtExportMainSpan_lower	0.306	1
parser-library	test/programs/compiler-parser-parity/parser-library	1	program.check.operation.ParserParitySource.def_recursiveGadtNatDataSpan_lower	0.296	1
parser-library	test/programs/compiler-parser-parity/parser-library	1	program.check.operation.ParserParitySource.def_recursiveGadtZeroConstructorSpan_lower	0.332	1
parser-library	test/programs/compiler-parser-parity/parser-library	1	program.check.operation.ParserParitySource.def_recursiveGadtSuccConstructorSpan_lower	0.318	1
parser-library	test/programs/compiler-parser-parity/parser-library	1	program.check.operation.ParserParitySource.def_recursiveGadtExprDataSpan_lower	0.299	1
parser-library	test/programs/compiler-parser-parity/parser-library	1	program.check.operation.ParserParitySource.def_recursiveGadtDoneNatConstructorSpan_lower	0.328	1
parser-library	test/programs/compiler-parser-parity/parser-library	1	program.check.operation.ParserParitySource.def_recursiveGadtStepConstructorSpan_lower	0.319	1
parser-library	test/programs/compiler-parser-parity/parser-library	1	program.check.operation.ParserParitySource.def_recursiveGadtDoneNowDefSpan_lower	0.318	1
parser-library	test/programs/compiler-parser-parity/parser-library	1	program.check.operation.ParserParitySource.def_recursiveGadtMainDefSpan_lower	0.297	1
parser-library	test/programs/compiler-parser-parity/parser-library	1	program.check.operation.ParserParitySource.def_existentialForallModuleSpan_lower	0.311	1
parser-library	test/programs/compiler-parser-parity/parser-library	1	program.check.operation.ParserParitySource.def_existentialForallExportNatSpan_lower	0.319	1
parser-library	test/programs/compiler-parser-parity/parser-library	1	program.check.operation.ParserParitySource.def_existentialForallExportExprSpan_lower	0.318	1
parser-library	test/programs/compiler-parser-parity/parser-library	1	program.check.operation.ParserParitySource.def_existentialForallExportSomeExprSpan_lower	0.449	1
parser-library	test/programs/compiler-parser-parity/parser-library	1	program.check.operation.ParserParitySource.def_existentialForallExportUnwrapSomeSpan_lower	0.361	1
parser-library	test/programs/compiler-parser-parity/parser-library	1	program.check.operation.ParserParitySource.def_existentialForallExportMainSpan_lower	0.327	1
parser-library	test/programs/compiler-parser-parity/parser-library	1	program.check.operation.ParserParitySource.def_existentialForallNatDataSpan_lower	0.327	1
parser-library	test/programs/compiler-parser-parity/parser-library	1	program.check.operation.ParserParitySource.def_existentialForallZeroConstructorSpan_lower	0.340	1
parser-library	test/programs/compiler-parser-parity/parser-library	1	program.check.operation.ParserParitySource.def_existentialForallSuccConstructorSpan_lower	0.380	1
parser-library	test/programs/compiler-parser-parity/parser-library	1	program.check.operation.ParserParitySource.def_existentialForallExprDataSpan_lower	0.314	1
parser-library	test/programs/compiler-parser-parity/parser-library	1	program.check.operation.ParserParitySource.def_existentialForallDoneNatConstructorSpan_lower	0.358	1
parser-library	test/programs/compiler-parser-parity/parser-library	1	program.check.operation.ParserParitySource.def_existentialForallStepConstructorSpan_lower	0.336	1
parser-library	test/programs/compiler-parser-parity/parser-library	1	program.check.operation.ParserParitySource.def_existentialForallSomeExprDataSpan_lower	0.328	1
parser-library	test/programs/compiler-parser-parity/parser-library	1	program.check.operation.ParserParitySource.def_existentialForallSomeExprConstructorSpan_lower	0.435	1
