benchmark	path	metric	runs	min_ms	median_ms	max_ms	mean_ms	values_ms
parser-library	test/programs/compiler-parser-parity/parser-library	program.cli.parse-args	1	0.374	0.374	0.374	0.374	0.374
parser-library	test/programs/compiler-parser-parity/parser-library	program.cli.load-package	1	0.714	0.714	0.714	0.714	0.714
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.module-graph	1	1.685	1.685	1.685	1.685	1.685
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.module-order	1	0.209	0.209	0.209	0.209	0.209
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.normalize-type-families	1	0.909	0.909	0.909	0.909	0.909
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.reject-generalized-class-features	1	0.284	0.284	0.284	0.284	0.284
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.resolve	1	12.564	12.564	12.564	12.564	12.564
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.modules.distinct	1	0.235	0.235	0.235	0.235	0.235
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.module.Prelude.cache	1	676.061	676.061	676.061	676.061	676.061
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.module-interface.Prelude	1	0.258	0.258	0.258	0.258	0.258
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.module.ParserParitySource.preflight	1	0.291	0.291	0.291	0.291	0.291
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.module.ParserParitySource.import-scope	1	0.286	0.286	0.286	0.286	0.286
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.module.ParserParitySource.local-data	1	0.352	0.352	0.352	0.352	0.352
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.module.ParserParitySource.local-classes	1	0.289	0.289	0.289	0.289	0.289
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.module.ParserParitySource.local-defs	1	1.452	1.452	1.452	1.452	1.452
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.module.ParserParitySource.local-values	1	0.444	0.444	0.444	0.444	0.444
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.module.ParserParitySource.scopes	1	0.361	0.361	0.361	0.361	0.361
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.module.ParserParitySource.validations	1	0.314	0.314	0.314	0.314	0.314
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.module.ParserParitySource.derived-instances	1	0.306	0.306	0.306	0.306	0.306
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.module.ParserParitySource.instance-skeletons	1	0.306	0.306	0.306	0.306	0.306
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.module.ParserParitySource.finalize-context	1	0.765	0.765	0.765	0.765	0.765
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.constructor_SourceInputNil	1	14.070	14.070	14.070	14.070	14.070
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.constructor_SourceInputCons	1	41.080	41.080	41.080	41.080	41.080
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.constructor_SourceSymbol	1	16.183	16.183	16.183	16.183	16.183
