benchmark	path	metric	runs	min_ms	median_ms	max_ms	mean_ms	values_ms
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_recursiveGadtSuccConstructorSpan_lower	1	0.420	0.420	0.420	0.420	0.420
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_recursiveGadtExprDataSpan_lower	1	0.320	0.320	0.320	0.320	0.320
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_recursiveGadtDoneNatConstructorSpan_lower	1	0.385	0.385	0.385	0.385	0.385
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_recursiveGadtStepConstructorSpan_lower	1	0.433	0.433	0.433	0.433	0.433
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_recursiveGadtDoneNowDefSpan_lower	1	0.381	0.381	0.381	0.381	0.381
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_recursiveGadtMainDefSpan_lower	1	0.299	0.299	0.299	0.299	0.299
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_existentialForallModuleSpan_lower	1	0.332	0.332	0.332	0.332	0.332
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_existentialForallExportNatSpan_lower	1	0.387	0.387	0.387	0.387	0.387
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_existentialForallExportExprSpan_lower	1	0.383	0.383	0.383	0.383	0.383
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_existentialForallExportSomeExprSpan_lower	1	0.407	0.407	0.407	0.407	0.407
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_existentialForallExportUnwrapSomeSpan_lower	1	0.434	0.434	0.434	0.434	0.434
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_existentialForallExportMainSpan_lower	1	0.375	0.375	0.375	0.375	0.375
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_existentialForallNatDataSpan_lower	1	0.345	0.345	0.345	0.345	0.345
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_existentialForallZeroConstructorSpan_lower	1	0.362	0.362	0.362	0.362	0.362
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_existentialForallSuccConstructorSpan_lower	1	0.394	0.394	0.394	0.394	0.394
parser-library	test/programs/compiler-parser-parity/parser-library	program.check.operation.ParserParitySource.def_existentialForallExprDataSpan_lower	1	0.359	0.359	0.359	0.359	0.359
